iter	F1	Logloss
121	1	0.004226150604
122	1	0.004225998288
123	1	0.004225998288
124	1	0.004129090343
125	1	0.004128995849
126	1	0.004062188019
127	1	0.004061948177
128	1	0.003973083928
129	1	0.003973037715
130	1	0.003972647621
131	1	0.003972403159
132	1	0.003972327582
133	1	0.003972180281
134	1	0.003972031602
135	1	0.003971844011
136	1	0.003971772426
137	1	0.003971640359
138	1	0.003971467817
139	1	0.003971235963
140	1	0.003971063629
141	1	0.003970990784
142	1	0.003970918684
143	1	0.003970678996
144	1	0.003969651309
145	1	0.003969528256
146	1	0.003969451091
147	1	0.003969380731
148	1	0.003969249878
149	1	0.003969046593
150	1	0.003968956334
151	1	0.00396871332
152	1	0.003968561001
153	1	0.003968510114
154	1	0.003968401645
155	1	0.00396828061
156	1	0.003968198068
157	1	0.003968152905
158	1	0.003968087782
159	1	0.00396795383
160	1	0.003967823541
161	1	0.003967751866
162	1	0.003967584719
163	1	0.003967440937
164	1	0.00387466842
165	1	0.003771076796
166	1	0.003770194271
167	1	0.003770023171
168	1	0.003769819923
169	1	0.003769378004
170	1	0.003769353603
171	1	0.00376899641
172	1	0.003768800482
173	1	0.003768170396
174	1	0.003767349909
175	1	0.003767349909
176	1	0.003767151604
177	1	0.003767118792
178	1	0.00376694515
179	1	0.003766845246
180	1	0.003766605538
181	1	0.003766509093
182	1	0.003766421323
183	1	0.003765729141
184	1	0.003765636972
185	1	0.003765269506
186	1	0.003765170713
187	1	0.003764941928
188	1	0.003764875852
189	1	0.003764812239
190	1	0.003764467726
191	1	0.00376432622
192	1	0.003764272947
193	1	0.003764211146
194	1	0.003764056021
195	1	0.003763848411
196	1	0.003763848411
197	1	0.003763777142
198	1	0.003763777142
199	1	0.003763400501
200	1	0.003763027207
201	1	0.003762924107
202	1	0.003655026563
203	1	0.003655026563
204	1	0.003654806237
205	1	0.003654620468
206	1	0.003654571624
207	1	0.003654431598
208	1	0.003654228349
209	1	0.003654055139
210	1	0.00365384009
211	1	0.003653690323
212	1	0.003653397674
213	1	0.003653397674
214	1	0.003653397674
215	1	0.003653320702
216	1	0.003653236524
217	1	0.003653048677
218	1	0.003652860652
219	1	0.003652561914
220	1	0.003652202995
221	1	0.003652115277
222	1	0.003651861434
223	1	0.003651722977
224	1	0.003651622264
225	1	0.003651578423
226	1	0.003651492974
227	1	0.003651446738
228	1	0.003651396857
229	1	0.003651308437
230	1	0.003651156754
231	1	0.003650849845
232	1	0.003650751343
233	1	0.003650386962
234	1	0.003650340864
235	1	0.003650213453
236	1	0.003650028674
237	1	0.003650028674
238	1	0.003650028674
239	1	0.003649881567
240	1	0.003649811389
241	1	0.00364978183
242	1	0.00364916531
243	1	0.003648824522
244	1	0.003648740179
245	1	0.003648192414
246	1	0.003648013906
247	1	0.003647937134
248	1	0.003647812129
249	1	0.003647672881
250	1	0.003647463848
251	1	0.003647392699
252	1	0.003647254339
253	1	0.003647097899
254	1	0.003647052683
255	1	0.003646980789
256	1	0.003646934478
257	1	0.003646907876
258	1	0.003646586703
259	1	0.003646472749
260	1	0.003646433017
261	1	0.00364608924
262	1	0.003645996051
263	1	0.003645916559
264	1	0.003645844514
265	1	0.00364567246
266	1	0.003645516532
267	1	0.003645296987
268	1	0.003645165694
269	1	0.003644944069
270	1	0.00364483962
271	1	0.00364483962
272	1	0.00364469079
273	1	0.003644653176
274	1	0.003644438767
275	1	0.003644438767
276	1	0.003644323077
277	1	0.003644009415
278	1	0.003643863727
279	1	0.003643863727
280	1	0.00364372901
281	1	0.003643687544
282	1	0.003643465834
283	1	0.003643437159
284	1	0.003643348605
285	1	0.003643305586
286	1	0.003643269475
287	1	0.00364312399
288	1	0.00364308788
289	1	0.003642861759
290	1	0.003642566397
291	1	0.003642257016
292	1	0.003642138064
293	1	0.003641886637
294	1	0.003641763587
295	1	0.003641728632
296	1	0.003641300762
297	1	0.003641221644
298	1	0.003641100547
299	1	0.003641067087
